Student_ID,Name,Department,Semester,Gender,Subject,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Attendance_Percentage,Leaves_Taken,Internal_Marks,Distance_KM,Monthly_Attendance,Trend,Risk_Label
STU01112,Ananya Menon,Electronics,4,Female,Signals & Systems,47,23,48.94,38.45,11,40,5.3,48.94,improving,Medium Risk
STU01113,Riya Singh,Electronics,1,Female,Microprocessors,47,21,44.68,46.1,16,40,3.1,44.68,stable,High Risk
STU01113,Riya Singh,Electronics,1,Female,Communication Systems,52,26,50.0,45.66,12,38,3.1,50.0,stable,High Risk
STU01113,Riya Singh,Electronics,1,Female,Digital Electronics,57,24,42.11,43.99,14,42,3.1,42.11,stable,High Risk
STU01113,Riya Singh,Electronics,1,Female,VLSI Design,55,28,50.91,47.63,10,38,3.1,50.91,stable,High Risk
STU01114,Radhika Pillai,Civil,7,Female,Transportation Engg,52,39,75.0,68.33,4,59,6.6,75.0,improving,Low Risk
STU01114,Radhika Pillai,Civil,7,Female,Structural Analysis,52,39,75.0,67.74,6,49,6.6,75.0,improving,Low Risk
STU01114,Radhika Pillai,Civil,7,Female,Geotechnical Engg,63,47,74.6,66.09,8,48,6.6,74.6,improving,Medium Risk
STU01114,Radhika Pillai,Civil,7,Female,Surveying,62,43,69.35,67.84,6,46,6.6,69.35,improving,Low Risk
STU01115,Isha Desai,Mechanical,2,Female,Fluid Mechanics,52,27,51.92,41.47,12,47,4.6,51.92,improving,High Risk
STU01115,Isha Desai,Mechanical,2,Female,Manufacturing Tech,45,30,66.67,58.94,6,45,4.6,66.67,improving,Low Risk
STU01115,Isha Desai,Mechanical,2,Female,Heat Transfer,60,36,60.0,45.07,8,46,4.6,60.0,improving,Medium Risk
STU01115,Isha Desai,Mechanical,2,Female,Thermodynamics,50,25,50.0,43.37,11,48,4.6,50.0,improving,Medium Risk
STU01115,Isha Desai,Mechanical,2,Female,Machine Design,52,29,55.77,48.15,10,43,4.6,55.77,improving,Medium Risk
STU01116,Rahul Verma,Civil,8,Male,Transportation Engg,51,48,94.12,100.0,1,79,3.7,94.12,declining,Low Risk
STU01116,Rahul Verma,Civil,8,Male,Concrete Technology,49,39,79.59,88.87,5,70,3.7,79.59,declining,Medium Risk
STU01116,Rahul Verma,Civil,8,Male,Surveying,55,46,83.64,93.77,2,61,3.7,83.64,declining,Medium Risk
STU01116,Rahul Verma,Civil,8,Male,Geotechnical Engg,58,48,82.76,92.86,2,69,3.7,82.76,declining,Medium Risk
STU01116,Rahul Verma,Civil,8,Male,Structural Analysis,51,43,84.31,92.4,4,74,3.7,84.31,declining,Medium Risk
STU01117,Nisha Iyer,Mechanical,6,Female,Machine Design,59,51,86.44,81.23,3,63,19.7,86.44,stable,Low Risk
STU01117,Nisha Iyer,Mechanical,6,Female,Manufacturing Tech,50,45,90.0,90.27,3,71,19.7,90.0,stable,Low Risk
STU01117,Nisha Iyer,Mechanical,6,Female,Thermodynamics,51,41,80.39,79.59,3,55,19.7,80.39,stable,Low Risk
STU01117,Nisha Iyer,Mechanical,6,Female,Fluid Mechanics,57,47,82.46,82.61,5,64,19.7,82.46,stable,Low Risk
STU01117,Nisha Iyer,Mechanical,6,Female,Heat Transfer,58,50,86.21,82.76,2,54,19.7,86.21,stable,Low Risk
STU01118,Nikhil Kapoor,Civil,8,Male,Surveying,53,43,81.13,82.17,4,61,4.2,81.13,stable,Low Risk
STU01118,Nikhil Kapoor,Civil,8,Male,Geotechnical Engg,59,48,81.36,79.9,6,65,4.2,81.36,stable,Low Risk
STU01118,Nikhil Kapoor,Civil,8,Male,Concrete Technology,62,50,80.65,81.32,5,58,4.2,80.65,stable,Low Risk
STU01118,Nikhil Kapoor,Civil,8,Male,Transportation Engg,54,44,81.48,82.16,7,68,4.2,81.48,stable,Low Risk
STU01118,Nikhil Kapoor,Civil,8,Male,Structural Analysis,53,39,73.58,76.37,6,51,4.2,73.58,stable,Medium Risk
STU01119,Arjun Gupta,Electrical,5,Male,Electrical Machines,50,43,86.0,82.32,5,73,14.5,86.0,improving,Low Risk
STU01119,Arjun Gupta,Electrical,5,Male,Control Systems,60,49,81.67,74.74,7,55,14.5,81.67,improving,Low Risk
STU01119,Arjun Gupta,Electrical,5,Male,Power Electronics,54,48,88.89,81.04,3,60,14.5,88.89,improving,Low Risk
STU01119,Arjun Gupta,Electrical,5,Male,Circuit Theory,54,41,75.93,71.39,6,53,14.5,75.93,improving,Low Risk
STU01120,Sai Pillai,Mechanical,3,Male,Manufacturing Tech,59,26,44.07,40.1,16,35,4.3,44.07,stable,High Risk
STU01120,Sai Pillai,Mechanical,3,Male,Heat Transfer,58,32,55.17,55.94,11,47,4.3,55.17,stable,High Risk
STU01120,Sai Pillai,Mechanical,3,Male,Thermodynamics,62,26,41.94,47.22,16,48,4.3,41.94,stable,High Risk
STU01120,Sai Pillai,Mechanical,3,Male,Machine Design,49,20,40.82,42.65,14,34,4.3,40.82,stable,High Risk
STU01120,Sai Pillai,Mechanical,3,Male,Fluid Mechanics,47,21,44.68,41.8,15,46,4.3,44.68,stable,High Risk
STU01121,Arjun Patel,Mechanical,8,Male,Fluid Mechanics,49,25,51.02,63.36,13,33,13.3,51.02,declining,High Risk
STU01121,Arjun Patel,Mechanical,8,Male,Machine Design,55,22,40.0,53.81,13,39,13.3,40.0,declining,High Risk
STU01121,Arjun Patel,Mechanical,8,Male,Manufacturing Tech,53,22,41.51,46.38,14,43,13.3,41.51,declining,High Risk
STU01121,Arjun Patel,Mechanical,8,Male,Thermodynamics,64,26,40.62,48.69,13,31,13.3,40.62,declining,High Risk
STU01121,Arjun Patel,Mechanical,8,Male,Heat Transfer,63,25,39.68,46.19,16,31,13.3,39.68,declining,High Risk
STU01122,Sneha Verma,Civil,1,Female,Surveying,58,49,84.48,97.56,4,78,3.2,84.48,declining,Medium Risk
STU01122,Sneha Verma,Civil,1,Female,Geotechnical Engg,59,50,84.75,91.51,4,70,3.2,84.75,declining,Low Risk
STU01122,Sneha Verma,Civil,1,Female,Structural Analysis,51,43,84.31,95.51,5,64,3.2,84.31,declining,Medium Risk
STU01122,Sneha Verma,Civil,1,Female,Transportation Engg,45,40,88.89,98.17,1,65,3.2,88.89,declining,Medium Risk
STU01122,Sneha Verma,Civil,1,Female,Concrete Technology,64,55,85.94,92.56,5,66,3.2,85.94,declining,Low Risk
STU01123,Pooja Chatterjee,Mechanical,7,Female,Heat Transfer,57,53,92.98,84.55,2,67,9.8,92.98,improving,Low Risk
STU01123,Pooja Chatterjee,Mechanical,7,Female,Machine Design,55,52,94.55,92.31,0,76,9.8,94.55,improving,Low Risk
STU01123,Pooja Chatterjee,Mechanical,7,Female,Fluid Mechanics,59,58,98.31,91.72,0,67,9.8,98.31,improving,Low Risk
STU01123,Pooja Chatterjee,Mechanical,7,Female,Manufacturing Tech,53,47,88.68,83.6,1,64,9.8,88.68,improving,Low Risk
STU01123,Pooja Chatterjee,Mechanical,7,Female,Thermodynamics,54,48,88.89,80.99,2,69,9.8,88.89,improving,Low Risk
STU01124,Nikhil Iyer,Computer Science,8,Male,Data Structures,58,32,55.17,51.96,10,37,0.5,55.17,improving,High Risk
STU01124,Nikhil Iyer,Computer Science,8,Male,DBMS,54,37,68.52,57.42,7,57,0.5,68.52,improving,Medium Risk
STU01124,Nikhil Iyer,Computer Science,8,Male,AI & ML,57,35,61.4,55.33,11,33,0.5,61.4,improving,High Risk
STU01124,Nikhil Iyer,Computer Science,8,Male,Operating Systems,60,36,60.0,53.24,12,40,0.5,60.0,improving,High Risk
STU01124,Nikhil Iyer,Computer Science,8,Male,Computer Networks,52,30,57.69,49.95,13,53,0.5,57.69,improving,High Risk
STU01125,Priya Menon,Information Technology,2,Female,Cloud Computing,48,22,45.83,38.09,15,35,13.2,45.83,improving,High Risk
STU01125,Priya Menon,Information Technology,2,Female,Data Mining,47,26,55.32,47.37,11,38,13.2,55.32,improving,High Risk
STU01125,Priya Menon,Information Technology,2,Female,Cyber Security,55,25,45.45,36.76,13,39,13.2,45.45,improving,High Risk
STU01125,Priya Menon,Information Technology,2,Female,Software Engineering,48,27,56.25,47.89,11,58,13.2,56.25,improving,Medium Risk
STU01126,Tanya Kumar,Computer Science,2,Female,Data Structures,46,34,73.91,79.76,5,62,3.4,73.91,stable,Medium Risk
STU01126,Tanya Kumar,Computer Science,2,Female,DBMS,47,33,70.21,75.28,8,60,3.4,70.21,stable,Medium Risk
STU01126,Tanya Kumar,Computer Science,2,Female,AI & ML,49,37,75.51,76.59,5,59,3.4,75.51,stable,Low Risk
STU01126,Tanya Kumar,Computer Science,2,Female,Computer Networks,60,46,76.67,76.4,8,67,3.4,76.67,stable,Low Risk
STU01126,Tanya Kumar,Computer Science,2,Female,Operating Systems,56,39,69.64,69.59,10,49,3.4,69.64,stable,Medium Risk
STU01127,Arjun Kumar,Information Technology,5,Male,Web Technologies,64,52,81.25,83.34,5,68,10.9,81.25,stable,Low Risk
STU01127,Arjun Kumar,Information Technology,5,Male,Data Mining,57,52,91.23,83.41,0,76,10.9,91.23,stable,Low Risk
STU01127,Arjun Kumar,Information Technology,5,Male,Software Engineering,63,59,93.65,95.08,2,67,10.9,93.65,stable,Low Risk
STU01127,Arjun Kumar,Information Technology,5,Male,Cloud Computing,56,48,85.71,88.31,4,66,10.9,85.71,stable,Low Risk
STU01127,Arjun Kumar,Information Technology,5,Male,Cyber Security,54,44,81.48,77.67,7,49,10.9,81.48,stable,Low Risk
STU01128,Kabir Patel,Mechanical,7,Male,Thermodynamics,59,45,76.27,78.68,5,54,10.0,76.27,declining,Low Risk
STU01128,Kabir Patel,Mechanical,7,Male,Machine Design,54,42,77.78,86.22,7,54,10.0,77.78,declining,Medium Risk
STU01128,Kabir Patel,Mechanical,7,Male,Manufacturing Tech,54,44,81.48,79.27,4,55,10.0,81.48,declining,Low Risk
STU01128,Kabir Patel,Mechanical,7,Male,Fluid Mechanics,54,38,70.37,73.7,7,44,10.0,70.37,declining,Medium Risk
STU01129,Shreya Patel,Mechanical,4,Female,Manufacturing Tech,57,44,77.19,67.56,5,62,4.4,77.19,improving,Low Risk
STU01129,Shreya Patel,Mechanical,4,Female,Fluid Mechanics,54,41,75.93,68.27,8,59,4.4,75.93,improving,Low Risk
STU01129,Shreya Patel,Mechanical,4,Female,Machine Design,46,35,76.09,68.12,6,59,4.4,76.09,improving,Low Risk
STU01129,Shreya Patel,Mechanical,4,Female,Thermodynamics,64,52,81.25,74.62,3,56,4.4,81.25,improving,Low Risk
STU01130,Aarav Desai,Computer Science,7,Male,DBMS,53,39,73.58,72.03,5,55,9.0,73.58,stable,Medium Risk
STU01130,Aarav Desai,Computer Science,7,Male,Data Structures,54,43,79.63,74.17,3,64,9.0,79.63,stable,Low Risk
STU01130,Aarav Desai,Computer Science,7,Male,Computer Networks,62,47,75.81,76.68,4,57,9.0,75.81,stable,Low Risk
STU01130,Aarav Desai,Computer Science,7,Male,AI & ML,48,39,81.25,85.91,3,58,9.0,81.25,stable,Low Risk
STU01130,Aarav Desai,Computer Science,7,Male,Operating Systems,63,56,88.89,86.34,1,67,9.0,88.89,stable,Low Risk
STU01131,Ananya Desai,Electronics,2,Female,Microprocessors,47,29,61.7,64.44,12,44,3.3,61.7,stable,High Risk
STU01131,Ananya Desai,Electronics,2,Female,Communication Systems,60,31,51.67,55.09,10,35,3.3,51.67,stable,High Risk
STU01131,Ananya Desai,Electronics,2,Female,Signals & Systems,59,32,54.24,51.95,9,41,3.3,54.24,stable,High Risk
STU01131,Ananya Desai,Electronics,2,Female,VLSI Design,55,28,50.91,47.04,12,43,3.3,50.91,stable,High Risk
STU01132,Aarav Kumar,Civil,2,Male,Structural Analysis,53,42,79.25,81.35,4,70,6.2,79.25,stable,Low Risk
STU01132,Aarav Kumar,Civil,2,Male,Concrete Technology,48,39,81.25,79.13,5,60,6.2,81.25,stable,Low Risk
STU01132,Aarav Kumar,Civil,2,Male,Transportation Engg,59,42,71.19,73.48,8,42,6.2,71.19,stable,Medium Risk
STU01132,Aarav Kumar,Civil,2,Male,Geotechnical Engg,64,49,76.56,72.58,4,61,6.2,76.56,stable,Low Risk
STU01133,Vihaan Verma,Electronics,7,Male,Microprocessors,45,38,84.44,77.78,4,64,44.1,84.44,improving,Low Risk
STU01133,Vihaan Verma,Electronics,7,Male,Signals & Systems,55,48,87.27,72.53,1,64,44.1,87.27,improving,Low Risk
STU01133,Vihaan Verma,Electronics,7,Male,Communication Systems,59,58,98.31,88.75,0,78,44.1,98.31,improving,Low Risk
STU01133,Vihaan Verma,Electronics,7,Male,VLSI Design,62,53,85.48,73.9,4,60,44.1,85.48,improving,Low Risk
STU01134,Neha Joshi,Electronics,8,Female,Microprocessors,51,31,60.78,49.32,10,52,40.4,60.78,improving,Medium Risk
STU01134,Neha Joshi,Electronics,8,Female,VLSI Design,48,31,64.58,62.33,11,60,40.4,64.58,improving,Medium Risk
STU01134,Neha Joshi,Electronics,8,Female,Digital Electronics,62,40,64.52,58.06,7,54,40.4,64.52,improving,Medium Risk
STU01134,Neha Joshi,Electronics,8,Female,Signals & Systems,58,39,67.24,57.27,6,44,40.4,67.24,improving,Low Risk
STU01134,Neha Joshi,Electronics,8,Female,Communication Systems,62,36,58.06,47.03,11,40,40.4,58.06,improving,Medium Risk
STU01135,Vihaan Desai,Civil,1,Male,Structural Analysis,63,44,69.84,67.71,8,44,8.2,69.84,stable,Medium Risk
STU01135,Vihaan Desai,Civil,1,Male,Surveying,63,42,66.67,64.68,8,56,8.2,66.67,stable,Medium Risk
STU01135,Vihaan Desai,Civil,1,Male,Transportation Engg,62,45,72.58,73.5,5,58,8.2,72.58,stable,Medium Risk
STU01135,Vihaan Desai,Civil,1,Male,Geotechnical Engg,47,29,61.7,65.35,11,44,8.2,61.7,stable,High Risk
STU01135,Vihaan Desai,Civil,1,Male,Concrete Technology,64,52,81.25,80.84,7,65,8.2,81.25,stable,Low Risk
STU01136,Ishaan Reddy,Information Technology,2,Male,Data Mining,47,28,59.57,55.23,8,45,16.1,59.57,stable,High Risk
STU01136,Ishaan Reddy,Information Technology,2,Male,Cloud Computing,48,28,58.33,50.65,11,39,16.1,58.33,stable,High Risk
STU01136,Ishaan Reddy,Information Technology,2,Male,Web Technologies,54,30,55.56,56.51,13,39,16.1,55.56,stable,High Risk
STU01136,Ishaan Reddy,Information Technology,2,Male,Cyber Security,45,28,62.22,60.71,11,55,16.1,62.22,stable,High Risk
STU01137,Isha Rao,Information Technology,1,Female,Data Mining,58,49,84.48,74.66,3,64,17.8,84.48,improving,Low Risk
STU01137,Isha Rao,Information Technology,1,Female,Software Engineering,50,45,90.0,81.78,1,69,17.8,90.0,improving,Low Risk
STU01137,Isha Rao,Information Technology,1,Female,Cyber Security,56,50,89.29,83.22,4,78,17.8,89.29,improving,Low Risk
STU01137,Isha Rao,Information Technology,1,Female,Web Technologies,64,51,79.69,78.77,6,72,17.8,79.69,improving,Low Risk
STU01137,Isha Rao,Information Technology,1,Female,Cloud Computing,62,51,82.26,67.33,6,64,17.8,82.26,improving,Low Risk
STU01138,Priya Menon,Electronics,3,Female,Microprocessors,49,43,87.76,83.21,1,78,25.9,87.76,stable,Low Risk
STU01138,Priya Menon,Electronics,3,Female,Signals & Systems,50,43,86.0,86.87,4,48,25.9,86.0,stable,Low Risk
STU01138,Priya Menon,Electronics,3,Female,Digital Electronics,59,45,76.27,82.04,6,44,25.9,76.27,stable,Low Risk
STU01138,Priya Menon,Electronics,3,Female,Communication Systems,48,41,85.42,89.76,5,59,25.9,85.42,stable,Low Risk
STU01139,Kavya Sharma,Electronics,6,Female,Communication Systems,47,39,82.98,97.2,3,60,5.3,82.98,declining,Medium Risk
STU01139,Kavya Sharma,Electronics,6,Female,VLSI Design,52,44,84.62,92.59,6,69,5.3,84.62,declining,Low Risk
STU01139,Kavya Sharma,Electronics,6,Female,Digital Electronics,55,48,87.27,91.97,5,66,5.3,87.27,declining,Low Risk
STU01139,Kavya Sharma,Electronics,6,Female,Microprocessors,53,42,79.25,84.92,7,69,5.3,79.25,declining,Medium Risk
STU01139,Kavya Sharma,Electronics,6,Female,Signals & Systems,60,51,85.0,94.18,3,70,5.3,85.0,declining,Medium Risk
STU01140,Meera Patel,Information Technology,2,Female,Web Technologies,59,38,64.41,67.75,8,50,13.0,64.41,stable,High Risk
STU01140,Meera Patel,Information Technology,2,Female,Data Mining,63,38,60.32,64.38,10,53,13.0,60.32,stable,High Risk
STU01140,Meera Patel,Information Technology,2,Female,Cloud Computing,60,34,56.67,52.25,11,51,13.0,56.67,stable,High Risk
STU01140,Meera Patel,Information Technology,2,Female,Software Engineering,62,34,54.84,50.58,9,50,13.0,54.84,stable,High Risk
STU01141,Aryan Reddy,Information Technology,4,Male,Web Technologies,58,25,43.1,44.81,14,16,5.2,43.1,stable,High Risk
STU01141,Aryan Reddy,Information Technology,4,Male,Cyber Security,47,23,48.94,50.5,11,36,5.2,48.94,stable,High Risk
STU01141,Aryan Reddy,Information Technology,4,Male,Cloud Computing,55,24,43.64,39.2,15,30,5.2,43.64,stable,High Risk
STU01141,Aryan Reddy,Information Technology,4,Male,Data Mining,45,24,53.33,54.43,10,36,5.2,53.33,stable,High Risk
STU01142,Ishaan Kapoor,Mechanical,4,Male,Fluid Mechanics,46,29,63.04,57.8,11,49,4.4,63.04,improving,Medium Risk
STU01142,Ishaan Kapoor,Mechanical,4,Male,Thermodynamics,58,37,63.79,52.36,9,49,4.4,63.79,improving,Medium Risk
STU01142,Ishaan Kapoor,Mechanical,4,Male,Machine Design,64,44,68.75,65.85,7,49,4.4,68.75,improving,Medium Risk
STU01142,Ishaan Kapoor,Mechanical,4,Male,Manufacturing Tech,52,30,57.69,52.38,9,41,4.4,57.69,improving,Medium Risk
STU01142,Ishaan Kapoor,Mechanical,4,Male,Heat Transfer,62,39,62.9,57.8,8,54,4.4,62.9,improving,Medium Risk
STU01143,Rahul Chatterjee,Information Technology,3,Male,Software Engineering,61,44,72.13,68.76,6,42,6.2,72.13,improving,Low Risk
STU01143,Rahul Chatterjee,Information Technology,3,Male,Data Mining,62,38,61.29,51.55,12,39,6.2,61.29,improving,High Risk
STU01143,Rahul Chatterjee,Information Technology,3,Male,Cyber Security,54,39,72.22,62.65,6,69,6.2,72.22,improving,Low Risk
STU01143,Rahul Chatterjee,Information Technology,3,Male,Web Technologies,54,38,70.37,62.39,7,28,6.2,70.37,improving,Medium Risk
STU01143,Rahul Chatterjee,Information Technology,3,Male,Cloud Computing,52,34,65.38,54.29,7,49,6.2,65.38,improving,Medium Risk
STU01144,Radhika Chatterjee,Civil,1,Female,Geotechnical Engg,62,51,82.26,84.71,6,52,14.4,82.26,stable,Low Risk
STU01144,Radhika Chatterjee,Civil,1,Female,Transportation Engg,47,38,80.85,80.14,7,41,14.4,80.85,stable,Low Risk
STU01144,Radhika Chatterjee,Civil,1,Female,Structural Analysis,46,34,73.91,78.32,7,53,14.4,73.91,stable,Medium Risk
STU01144,Radhika Chatterjee,Civil,1,Female,Concrete Technology,57,44,77.19,78.67,4,54,14.4,77.19,stable,Low Risk
STU01145,Yash Menon,Information Technology,2,Male,Software Engineering,48,30,62.5,65.35,8,46,24.8,62.5,stable,High Risk
STU01145,Yash Menon,Information Technology,2,Male,Cloud Computing,61,36,59.02,64.55,8,39,24.8,59.02,stable,High Risk
STU01145,Yash Menon,Information Technology,2,Male,Data Mining,45,32,71.11,73.61,6,52,24.8,71.11,stable,Medium Risk
STU01145,Yash Menon,Information Technology,2,Male,Cyber Security,60,35,58.33,53.67,12,56,24.8,58.33,stable,High Risk
STU01145,Yash Menon,Information Technology,2,Male,Web Technologies,46,23,50.0,50.53,13,50,24.8,50.0,stable,High Risk
STU01146,Riya Reddy,Electrical,7,Female,Control Systems,62,49,79.03,85.65,3,58,5.7,79.03,declining,Low Risk
STU01146,Riya Reddy,Electrical,7,Female,Power Electronics,48,36,75.0,82.49,5,61,5.7,75.0,declining,Low Risk
STU01146,Riya Reddy,Electrical,7,Female,Circuit Theory,53,39,73.58,78.51,7,63,5.7,73.58,declining,Medium Risk
STU01146,Riya Reddy,Electrical,7,Female,Electrical Machines,59,43,72.88,81.08,9,60,5.7,72.88,declining,High Risk
STU01147,Arjun Joshi,Civil,7,Male,Concrete Technology,46,36,78.26,75.53,4,61,4.0,78.26,stable,Low Risk
STU01147,Arjun Joshi,Civil,7,Male,Transportation Engg,48,34,70.83,70.9,7,50,4.0,70.83,stable,Medium Risk
STU01147,Arjun Joshi,Civil,7,Male,Structural Analysis,52,40,76.92,75.32,4,56,4.0,76.92,stable,Low Risk
STU01147,Arjun Joshi,Civil,7,Male,Geotechnical Engg,51,42,82.35,75.96,2,71,4.0,82.35,stable,Low Risk
STU01147,Arjun Joshi,Civil,7,Male,Surveying,54,34,62.96,61.56,7,49,4.0,62.96,stable,High Risk
STU01148,Varun Kapoor,Information Technology,7,Male,Web Technologies,56,43,76.79,76.07,6,56,16.0,76.79,stable,Low Risk
STU01148,Varun Kapoor,Information Technology,7,Male,Data Mining,53,41,77.36,79.19,8,61,16.0,77.36,stable,Low Risk
STU01148,Varun Kapoor,Information Technology,7,Male,Software Engineering,53,42,79.25,78.05,4,63,16.0,79.25,stable,Low Risk
STU01148,Varun Kapoor,Information Technology,7,Male,Cyber Security,52,40,76.92,72.01,7,60,16.0,76.92,stable,Low Risk
STU01148,Varun Kapoor,Information Technology,7,Male,Cloud Computing,53,37,69.81,69.55,9,58,16.0,69.81,stable,Medium Risk
STU01149,Rohan Rao,Civil,2,Male,Surveying,58,23,39.66,46.58,15,41,45.0,39.66,declining,High Risk
STU01149,Rohan Rao,Civil,2,Male,Geotechnical Engg,62,25,40.32,51.58,16,30,45.0,40.32,declining,High Risk
STU01149,Rohan Rao,Civil,2,Male,Structural Analysis,55,22,40.0,45.74,15,32,45.0,40.0,declining,High Risk
STU01149,Rohan Rao,Civil,2,Male,Concrete Technology,64,26,40.62,42.26,17,30,45.0,40.62,declining,High Risk
STU01150,Kavya Pillai,Computer Science,1,Female,Data Structures,61,53,86.89,83.19,1,56,9.4,86.89,stable,Low Risk
STU01150,Kavya Pillai,Computer Science,1,Female,DBMS,50,42,84.0,86.86,5,55,9.4,84.0,stable,Low Risk
STU01150,Kavya Pillai,Computer Science,1,Female,Computer Networks,53,44,83.02,87.84,4,62,9.4,83.02,stable,Low Risk
STU01150,Kavya Pillai,Computer Science,1,Female,Operating Systems,46,37,80.43,79.97,5,54,9.4,80.43,stable,Low Risk
STU01151,Isha Iyer,Information Technology,8,Female,Web Technologies,60,48,80.0,92.02,5,60,23.5,80.0,declining,Medium Risk
STU01151,Isha Iyer,Information Technology,8,Female,Software Engineering,53,39,73.58,82.97,6,46,23.5,73.58,declining,High Risk
STU01151,Isha Iyer,Information Technology,8,Female,Cyber Security,57,45,78.95,99.75,5,54,23.5,78.95,declining,Medium Risk
STU01151,Isha Iyer,Information Technology,8,Female,Data Mining,45,38,84.44,89.33,3,65,23.5,84.44,declining,Low Risk
STU01151,Isha Iyer,Information Technology,8,Female,Cloud Computing,62,48,77.42,87.92,5,55,23.5,77.42,declining,Medium Risk
STU01152,Nikhil Pillai,Mechanical,4,Male,Heat Transfer,54,36,66.67,68.4,8,50,4.5,66.67,declining,Medium Risk
STU01152,Nikhil Pillai,Mechanical,4,Male,Thermodynamics,46,31,67.39,80.64,9,49,4.5,67.39,declining,High Risk
STU01152,Nikhil Pillai,Mechanical,4,Male,Manufacturing Tech,48,29,60.42,69.64,11,41,4.5,60.42,declining,High Risk
STU01152,Nikhil Pillai,Mechanical,4,Male,Fluid Mechanics,50,29,58.0,65.03,9,52,4.5,58.0,declining,High Risk
STU01152,Nikhil Pillai,Mechanical,4,Male,Machine Design,55,36,65.45,73.57,11,52,4.5,65.45,declining,High Risk
STU01153,Radhika Verma,Information Technology,4,Female,Software Engineering,59,43,72.88,60.61,7,62,10.7,72.88,improving,Medium Risk
STU01153,Radhika Verma,Information Technology,4,Female,Data Mining,51,40,78.43,70.25,4,65,10.7,78.43,improving,Low Risk
STU01153,Radhika Verma,Information Technology,4,Female,Cyber Security,64,46,71.88,66.69,8,48,10.7,71.88,improving,Medium Risk
STU01153,Radhika Verma,Information Technology,4,Female,Web Technologies,59,45,76.27,63.16,8,55,10.7,76.27,improving,Low Risk
STU01154,Meera Iyer,Civil,6,Female,Surveying,59,42,71.19,63.83,9,63,17.1,71.19,improving,Medium Risk
STU01154,Meera Iyer,Civil,6,Female,Concrete Technology,50,33,66.0,51.38,10,61,17.1,66.0,improving,Medium Risk
STU01154,Meera Iyer,Civil,6,Female,Transportation Engg,47,38,80.85,73.54,4,65,17.1,80.85,improving,Low Risk
STU01154,Meera Iyer,Civil,6,Female,Structural Analysis,53,39,73.58,73.84,5,57,17.1,73.58,improving,Low Risk
STU01155,Kabir Kumar,Civil,7,Male,Surveying,46,20,43.48,34.97,16,36,11.4,43.48,improving,High Risk
STU01155,Kabir Kumar,Civil,7,Male,Transportation Engg,46,18,39.13,31.05,15,30,11.4,39.13,improving,High Risk
STU01155,Kabir Kumar,Civil,7,Male,Structural Analysis,47,20,42.55,32.77,15,25,11.4,42.55,improving,High Risk
STU01155,Kabir Kumar,Civil,7,Male,Concrete Technology,64,27,42.19,35.47,14,39,11.4,42.19,improving,High Risk
STU01156,Kabir Verma,Mechanical,3,Male,Machine Design,61,55,90.16,78.2,1,73,13.5,90.16,improving,Low Risk
STU01156,Kabir Verma,Mechanical,3,Male,Heat Transfer,57,57,100.0,95.99,1,64,13.5,100.0,improving,Low Risk
STU01156,Kabir Verma,Mechanical,3,Male,Thermodynamics,58,53,91.38,82.78,3,76,13.5,91.38,improving,Low Risk
STU01156,Kabir Verma,Mechanical,3,Male,Manufacturing Tech,61,47,77.05,74.35,5,56,13.5,77.05,improving,Low Risk
STU01156,Kabir Verma,Mechanical,3,Male,Fluid Mechanics,56,44,78.57,75.02,7,63,13.5,78.57,improving,Low Risk
STU01157,Karthik Sharma,Civil,8,Male,Surveying,51,42,82.35,76.4,6,56,10.1,82.35,improving,Low Risk
STU01157,Karthik Sharma,Civil,8,Male,Geotechnical Engg,59,46,77.97,71.41,6,72,10.1,77.97,improving,Low Risk
STU01157,Karthik Sharma,Civil,8,Male,Concrete Technology,45,35,77.78,73.59,7,63,10.1,77.78,improving,Low Risk
STU01157,Karthik Sharma,Civil,8,Male,Transportation Engg,62,47,75.81,63.5,7,60,10.1,75.81,improving,Low Risk
STU01157,Karthik Sharma,Civil,8,Male,Structural Analysis,51,41,80.39,69.72,7,45,10.1,80.39,improving,Low Risk
STU01158,Arjun Sharma,Electrical,6,Male,Power Systems,47,33,70.21,80.08,5,59,4.8,70.21,declining,High Risk
STU01158,Arjun Sharma,Electrical,6,Male,Power Electronics,60,44,73.33,90.24,6,57,4.8,73.33,declining,High Risk
STU01158,Arjun Sharma,Electrical,6,Male,Electrical Machines,64,51,79.69,95.34,3,64,4.8,79.69,declining,Medium Risk
STU01158,Arjun Sharma,Electrical,6,Male,Circuit Theory,59,42,71.19,78.74,6,46,4.8,71.19,declining,Medium Risk
STU01158,Arjun Sharma,Electrical,6,Male,Control Systems,60,43,71.67,80.4,7,60,4.8,71.67,declining,High Risk
STU01159,Vihaan Menon,Civil,7,Male,Geotechnical Engg,49,36,73.47,67.14,8,60,16.2,73.47,improving,Medium Risk
STU01159,Vihaan Menon,Civil,7,Male,Structural Analysis,55,46,83.64,71.94,4,69,16.2,83.64,improving,Low Risk
STU01159,Vihaan Menon,Civil,7,Male,Transportation Engg,51,40,78.43,68.81,7,60,16.2,78.43,improving,Low Risk
STU01159,Vihaan Menon,Civil,7,Male,Surveying,51,40,78.43,69.99,5,59,16.2,78.43,improving,Low Risk
