Student_ID,Name,Department,Semester,Gender,Distance_KM,Overall_Attendance_Percentage,Trend,Num_Subjects
STU01000,Kabir Gupta,Computer Science,4,Male,14.8,64.67,improving,5
STU01001,Yash Sharma,Electronics,3,Male,16.3,75.12,stable,5
STU01002,Riya Rao,Information Technology,3,Female,17.6,78.94,stable,4
STU01003,Shreya Iyer,Information Technology,2,Female,2.5,79.75,stable,4
STU01004,Aditya Iyer,Electronics,1,Male,39.7,91.21,improving,5
STU01005,Shreya Patel,Computer Science,3,Female,15.1,77.41,stable,4
STU01006,Sai Menon,Mechanical,8,Male,34.4,74.72,stable,4
STU01007,Rohan Pillai,Electrical,8,Male,16.1,71.45,improving,5
STU01008,Rahul Reddy,Electronics,5,Male,2.2,83.13,stable,4
STU01009,Aditya Joshi,Civil,6,Male,11.7,46.53,improving,4
STU01010,Varun Rao,Information Technology,8,Male,1.5,86.91,declining,4
STU01011,Isha Patel,Computer Science,1,Female,2.6,77.95,declining,5
STU01012,Rahul Singh,Electrical,3,Male,14.1,64.47,declining,4
STU01013,Vihaan Rao,Information Technology,4,Male,2.6,74.11,declining,4
STU01014,Nikhil Desai,Civil,5,Male,17.4,52.78,stable,5
STU01015,Karthik Reddy,Electrical,8,Male,7.4,75.93,stable,4
STU01016,Tanya Iyer,Civil,5,Female,11.9,68.28,stable,5
STU01017,Vihaan Patel,Electrical,4,Male,7.6,73.47,stable,4
STU01018,Manav Chatterjee,Electrical,8,Male,19.1,81.32,stable,4
STU01019,Anika Sharma,Civil,1,Female,10.0,69.6,declining,5
STU01020,Nisha Rao,Electronics,5,Female,11.5,74.74,improving,4
STU01021,Kabir Pillai,Electrical,3,Male,26.3,61.78,improving,4
STU01022,Varun Joshi,Computer Science,7,Male,6.0,95.42,declining,5
STU01023,Kabir Desai,Computer Science,1,Male,1.6,64.95,stable,5
STU01024,Sai Kumar,Electronics,4,Male,5.2,61.27,stable,5
STU01025,Shreya Patel,Civil,7,Female,7.8,73.32,stable,5
STU01026,Rohan Gupta,Electrical,2,Male,26.6,49.82,stable,4
STU01027,Meera Desai,Information Technology,4,Female,9.1,49.67,declining,4
STU01028,Pooja Reddy,Electronics,7,Female,6.2,81.5,stable,4
STU01029,Varun Joshi,Electrical,4,Male,6.1,89.36,stable,4
STU01030,Riya Menon,Mechanical,1,Female,14.8,82.05,stable,4
STU01031,Yash Kumar,Computer Science,7,Male,29.5,68.47,improving,5
STU01032,Rohan Joshi,Electrical,6,Male,18.2,87.68,stable,4
STU01033,Nikhil Kumar,Electronics,7,Male,19.6,62.26,declining,4
STU01034,Varun Pillai,Mechanical,7,Male,12.4,78.2,stable,4
STU01035,Ishaan Menon,Electronics,2,Male,18.7,53.19,stable,5
STU01036,Kavya Patel,Civil,8,Female,11.4,82.02,stable,5
STU01037,Aditya Reddy,Computer Science,1,Male,1.3,48.73,improving,5
STU01038,Pooja Menon,Civil,3,Female,10.9,89.75,stable,5
STU01039,Sai Rao,Civil,1,Male,11.6,64.03,stable,5
STU01040,Isha Iyer,Mechanical,7,Female,11.6,53.49,declining,5
STU01041,Divya Verma,Electrical,8,Female,16.1,85.71,declining,4
STU01042,Ishaan Patel,Electronics,3,Male,12.9,74.67,declining,4
STU01043,Rohan Patel,Information Technology,7,Male,21.4,58.85,improving,4
STU01044,Varun Patel,Mechanical,1,Male,37.3,51.19,improving,4
STU01045,Isha Sharma,Information Technology,3,Female,22.5,59.5,stable,4
STU01046,Yash Reddy,Mechanical,3,Male,12.4,95.73,stable,5
STU01047,Shreya Nair,Electrical,3,Female,5.4,52.35,declining,4
STU01048,Priya Kapoor,Electrical,3,Female,9.8,66.85,stable,5
STU01049,Nisha Chatterjee,Mechanical,5,Female,20.7,78.12,stable,4
STU01050,Aryan Nair,Electronics,5,Male,24.8,86.14,stable,4
STU01051,Radhika Patel,Electronics,3,Female,12.2,69.4,declining,4
STU01052,Priya Iyer,Information Technology,5,Female,21.1,69.38,stable,5
STU01053,Dev Gupta,Civil,7,Male,5.2,84.04,stable,4
STU01054,Shreya Iyer,Mechanical,3,Female,9.9,68.54,stable,4
STU01055,Isha Gupta,Mechanical,5,Female,21.4,81.92,stable,5
STU01056,Isha Patel,Information Technology,4,Female,19.6,58.08,improving,5
STU01057,Radhika Pillai,Computer Science,3,Female,27.3,89.44,declining,4
STU01058,Varun Nair,Computer Science,8,Male,8.0,87.63,stable,4
STU01059,Manav Kumar,Electronics,5,Male,10.5,92.34,improving,4
STU01060,Karthik Joshi,Information Technology,1,Male,11.7,67.83,stable,5
STU01061,Aryan Desai,Information Technology,7,Male,19.8,65.41,declining,4
STU01062,Nikhil Singh,Civil,8,Male,2.8,63.38,stable,4
STU01063,Varun Gupta,Electronics,8,Male,6.0,77.25,stable,5
STU01064,Isha Patel,Information Technology,5,Female,8.9,80.59,declining,4
STU01065,Vihaan Reddy,Information Technology,6,Male,13.3,60.35,stable,4
STU01066,Pooja Desai,Mechanical,4,Female,5.5,61.21,stable,4
STU01067,Tanya Menon,Electrical,3,Female,3.9,69.92,declining,4
STU01068,Sneha Patel,Civil,5,Female,1.6,75.74,stable,5
STU01069,Karthik Sharma,Computer Science,6,Male,4.0,64.76,stable,4
STU01070,Tanya Menon,Mechanical,6,Female,5.7,80.44,stable,4
STU01071,Varun Pillai,Computer Science,3,Male,10.0,67.99,declining,4
STU01072,Manav Singh,Mechanical,7,Male,2.3,82.34,declining,5
STU01073,Ishaan Rao,Mechanical,6,Male,12.9,62.6,stable,5
STU01074,Rohan Pillai,Electronics,4,Male,16.9,51.48,declining,5
STU01075,Divya Chatterjee,Computer Science,1,Female,4.3,74.31,declining,4
STU01076,Ishaan Reddy,Mechanical,1,Male,7.9,75.41,declining,5
STU01077,Dev Kumar,Electronics,8,Male,2.3,91.9,stable,5
STU01078,Varun Rao,Mechanical,6,Male,21.8,85.52,stable,4
STU01079,Sai Patel,Civil,2,Male,7.4,63.08,improving,5
STU01080,Divya Reddy,Electrical,6,Female,5.7,93.71,declining,5
STU01081,Shreya Nair,Information Technology,3,Female,4.8,77.31,improving,5
STU01082,Riya Pillai,Computer Science,6,Female,18.9,76.5,stable,5
STU01083,Manav Pillai,Electronics,3,Male,19.2,75.28,declining,4
STU01084,Meera Chatterjee,Information Technology,8,Female,23.2,82.55,declining,5
STU01085,Yash Desai,Computer Science,3,Male,16.2,72.95,stable,4
STU01086,Ananya Joshi,Civil,6,Female,12.1,81.53,improving,5
STU01087,Manav Kapoor,Computer Science,4,Male,4.8,59.18,declining,4
STU01088,Kavya Kapoor,Computer Science,3,Female,8.7,47.64,declining,5
STU01089,Diya Rao,Electrical,8,Female,9.2,89.92,stable,5
STU01090,Neha Rao,Electronics,3,Female,14.7,64.95,declining,5
STU01091,Pooja Nair,Computer Science,7,Female,9.6,44.59,stable,5
STU01092,Nikhil Patel,Electronics,8,Male,17.5,53.92,improving,5
STU01093,Neha Gupta,Mechanical,7,Female,9.1,73.16,stable,4
STU01094,Kabir Gupta,Electronics,4,Male,9.1,88.56,improving,5
STU01095,Sai Singh,Mechanical,8,Male,18.3,53.39,improving,5
STU01096,Meera Menon,Mechanical,2,Female,3.8,73.34,improving,5
STU01097,Kabir Nair,Electronics,8,Male,14.8,83.2,improving,5
STU01098,Rahul Chatterjee,Electrical,8,Male,3.5,48.65,improving,5
STU01099,Isha Chatterjee,Civil,7,Female,15.4,83.97,declining,4
STU01100,Anika Iyer,Civil,3,Female,16.4,65.8,improving,5
STU01101,Ishaan Sharma,Electrical,7,Male,4.2,71.95,stable,4
STU01102,Ananya Reddy,Information Technology,7,Female,17.7,71.48,stable,4
STU01103,Sneha Kapoor,Electrical,5,Female,1.0,96.07,declining,5
STU01104,Rohan Chatterjee,Electronics,6,Male,31.6,70.96,stable,4
STU01105,Arjun Iyer,Electronics,5,Male,11.4,83.44,stable,4
STU01106,Pooja Kapoor,Electrical,5,Female,6.1,80.81,stable,4
STU01107,Nikhil Verma,Civil,1,Male,28.1,59.7,stable,5
STU01108,Vihaan Menon,Electronics,7,Male,10.1,48.21,improving,4
STU01109,Sneha Desai,Civil,5,Female,4.0,91.06,stable,5
STU01110,Isha Nair,Electrical,7,Female,22.7,56.78,declining,4
STU01111,Manav Iyer,Computer Science,1,Male,17.5,73.9,stable,5
STU01112,Ananya Menon,Electronics,4,Female,5.3,49.5,improving,4
STU01113,Riya Singh,Electronics,1,Female,3.1,46.93,stable,4
STU01114,Radhika Pillai,Civil,7,Female,6.6,73.49,improving,4
STU01115,Isha Desai,Mechanical,2,Female,4.6,56.87,improving,5
STU01116,Rahul Verma,Civil,8,Male,3.7,84.88,declining,5
STU01117,Nisha Iyer,Mechanical,6,Female,19.7,85.1,stable,5
STU01118,Nikhil Kapoor,Civil,8,Male,4.2,79.64,stable,5
STU01119,Arjun Gupta,Electrical,5,Male,14.5,83.12,improving,4
STU01120,Sai Pillai,Mechanical,3,Male,4.3,45.34,stable,5
STU01121,Arjun Patel,Mechanical,8,Male,13.3,42.57,declining,5
STU01122,Sneha Verma,Civil,1,Female,3.2,85.67,declining,5
STU01123,Pooja Chatterjee,Mechanical,7,Female,9.8,92.68,improving,5
STU01124,Nikhil Iyer,Computer Science,8,Male,0.5,60.56,improving,5
STU01125,Priya Menon,Information Technology,2,Female,13.2,50.71,improving,4
STU01126,Tanya Kumar,Computer Science,2,Female,3.4,73.19,stable,5
STU01127,Arjun Kumar,Information Technology,5,Male,10.9,86.66,stable,5
STU01128,Kabir Patel,Mechanical,7,Male,10.0,76.48,declining,4
STU01129,Shreya Patel,Mechanical,4,Female,4.4,77.62,improving,4
STU01130,Aarav Desai,Computer Science,7,Male,9.0,79.83,stable,5
STU01131,Ananya Desai,Electronics,2,Female,3.3,54.63,stable,4
STU01132,Aarav Kumar,Civil,2,Male,6.2,77.06,stable,4
STU01133,Vihaan Verma,Electronics,7,Male,44.1,88.88,improving,4
STU01134,Neha Joshi,Electronics,8,Female,40.4,63.04,improving,5
STU01135,Vihaan Desai,Civil,1,Male,8.2,70.41,stable,5
STU01136,Ishaan Reddy,Information Technology,2,Male,16.1,58.92,stable,4
STU01137,Isha Rao,Information Technology,1,Female,17.8,85.14,improving,5
STU01138,Priya Menon,Electronics,3,Female,25.9,83.86,stable,4
STU01139,Kavya Sharma,Electronics,6,Female,5.3,83.82,declining,5
STU01140,Meera Patel,Information Technology,2,Female,13.0,59.06,stable,4
STU01141,Aryan Reddy,Information Technology,4,Male,5.2,47.25,stable,4
STU01142,Ishaan Kapoor,Mechanical,4,Male,4.4,63.23,improving,5
STU01143,Rahul Chatterjee,Information Technology,3,Male,6.2,68.28,improving,5
STU01144,Radhika Chatterjee,Civil,1,Female,14.4,78.55,stable,4
STU01145,Yash Menon,Information Technology,2,Male,24.8,60.19,stable,5
STU01146,Riya Reddy,Electrical,7,Female,5.7,75.12,declining,4
STU01147,Arjun Joshi,Civil,7,Male,4.0,74.26,stable,5
STU01148,Varun Kapoor,Information Technology,7,Male,16.0,76.03,stable,5
STU01149,Rohan Rao,Civil,2,Male,45.0,40.15,declining,4
STU01150,Kavya Pillai,Computer Science,1,Female,9.4,83.58,stable,4
STU01151,Isha Iyer,Information Technology,8,Female,23.5,78.88,declining,5
STU01152,Nikhil Pillai,Mechanical,4,Male,4.5,63.59,declining,5
STU01153,Radhika Verma,Information Technology,4,Female,10.7,74.86,improving,4
STU01154,Meera Iyer,Civil,6,Female,17.1,72.91,improving,4
STU01155,Kabir Kumar,Civil,7,Male,11.4,41.84,improving,4
STU01156,Kabir Verma,Mechanical,3,Male,13.5,87.43,improving,5
STU01157,Karthik Sharma,Civil,8,Male,10.1,78.86,improving,5
STU01158,Arjun Sharma,Electrical,6,Male,4.8,73.22,declining,5
STU01159,Vihaan Menon,Civil,7,Male,16.2,77.91,improving,5
STU01160,Divya Kapoor,Mechanical,5,Female,22.4,94.42,improving,4
STU01161,Diya Sharma,Electrical,7,Female,11.9,77.89,declining,5
STU01162,Ishaan Patel,Civil,3,Male,2.9,93.37,stable,4
STU01163,Varun Chatterjee,Computer Science,6,Male,13.1,79.78,stable,5
STU01164,Ishaan Iyer,Information Technology,4,Male,11.2,88.29,stable,5
STU01165,Ananya Iyer,Electronics,8,Female,25.8,89.73,stable,4
STU01166,Diya Chatterjee,Civil,3,Female,8.7,66.81,stable,4
STU01167,Kabir Chatterjee,Information Technology,2,Male,32.8,77.72,declining,4
STU01168,Tanya Kumar,Electrical,8,Female,7.6,76.18,improving,5
STU01169,Sneha Chatterjee,Electrical,1,Female,0.8,72.44,improving,4
STU01170,Aarav Verma,Electronics,2,Male,13.2,70.58,improving,4
STU01171,Riya Menon,Civil,1,Female,9.6,42.96,declining,4
STU01172,Karthik Joshi,Civil,8,Male,7.5,53.7,improving,5
STU01173,Nikhil Gupta,Electrical,3,Male,6.3,63.3,improving,5
STU01174,Meera Kapoor,Computer Science,4,Female,5.7,57.17,improving,4
STU01175,Arjun Kumar,Computer Science,4,Male,7.3,86.8,stable,4
STU01176,Karthik Kapoor,Information Technology,3,Male,16.4,68.58,improving,4
STU01177,Varun Rao,Computer Science,5,Male,11.4,94.4,stable,4
STU01178,Isha Reddy,Mechanical,8,Female,10.2,61.49,stable,5
STU01179,Riya Nair,Electrical,7,Female,2.9,86.66,stable,5
STU01180,Neha Nair,Electrical,1,Female,4.0,76.64,stable,5
STU01181,Neha Kapoor,Mechanical,7,Female,18.5,73.34,declining,5
STU01182,Manav Verma,Computer Science,3,Male,3.1,94.24,stable,5
STU01183,Aryan Verma,Electrical,4,Male,34.1,82.73,improving,5
STU01184,Meera Iyer,Electrical,1,Female,14.6,67.13,stable,5
STU01185,Rohan Iyer,Civil,4,Male,8.1,67.58,stable,5
STU01186,Aarav Chatterjee,Electronics,4,Male,5.9,79.18,improving,4
STU01187,Ananya Menon,Information Technology,3,Female,12.9,60.74,improving,4
STU01188,Pooja Desai,Mechanical,7,Female,5.9,94.77,stable,4
STU01189,Divya Iyer,Electrical,4,Female,11.9,90.48,improving,4
STU01190,Manav Patel,Civil,2,Male,9.8,80.32,improving,5
STU01191,Rohan Rao,Civil,7,Male,5.1,81.18,stable,4
STU01192,Yash Menon,Information Technology,5,Male,6.2,79.32,stable,4
STU01193,Rohan Pillai,Computer Science,4,Male,7.0,64.72,stable,5
STU01194,Manav Desai,Electrical,7,Male,2.8,95.96,stable,5
STU01195,Nisha Chatterjee,Information Technology,6,Female,5.9,88.52,stable,4
STU01196,Sai Nair,Information Technology,6,Male,7.3,81.33,improving,4
STU01197,Anika Nair,Information Technology,5,Female,15.1,42.91,declining,5
STU01198,Sai Patel,Electrical,5,Male,5.0,58.8,stable,5
STU01199,Manav Gupta,Mechanical,1,Male,34.7,69.06,stable,4
STU01200,Kabir Joshi,Civil,1,Male,10.2,53.87,stable,4
STU01201,Ananya Singh,Electronics,1,Female,19.0,65.43,declining,4
STU01202,Pooja Kumar,Mechanical,1,Female,8.1,70.9,improving,4
STU01203,Aditya Chatterjee,Mechanical,6,Male,22.6,60.41,stable,4
STU01204,Meera Joshi,Mechanical,8,Female,23.3,78.97,improving,4
STU01205,Sai Sharma,Mechanical,1,Male,0.5,95.8,improving,5
STU01206,Tanya Sharma,Civil,3,Female,4.0,75.4,declining,4
STU01207,Yash Singh,Computer Science,6,Male,4.2,70.14,declining,4
STU01208,Meera Rao,Civil,4,Female,7.7,92.3,improving,5
STU01209,Nikhil Gupta,Electronics,6,Male,14.0,81.7,stable,5
STU01210,Kabir Menon,Electronics,5,Male,26.4,45.82,declining,5
STU01211,Isha Kapoor,Information Technology,5,Female,3.2,54.64,declining,4
STU01212,Diya Chatterjee,Computer Science,5,Female,12.3,69.49,improving,4
STU01213,Meera Kumar,Computer Science,6,Female,15.8,75.86,improving,5
STU01214,Rohan Menon,Electronics,3,Male,13.8,88.59,declining,5
STU01215,Aryan Gupta,Civil,3,Male,9.2,78.81,stable,4
STU01216,Rohan Kumar,Electrical,8,Male,12.0,78.13,declining,4
STU01217,Priya Reddy,Computer Science,4,Female,2.5,98.44,stable,5
STU01218,Sai Singh,Electronics,2,Male,22.4,80.02,stable,4
STU01219,Rahul Patel,Civil,6,Male,3.6,84.72,declining,4
STU01220,Dev Verma,Civil,6,Male,3.8,79.37,improving,4
STU01221,Ishaan Sharma,Electrical,5,Male,11.9,76.87,stable,5
STU01222,Ananya Nair,Information Technology,3,Female,8.3,68.19,stable,4
STU01223,Nikhil Pillai,Information Technology,1,Male,12.5,91.24,stable,4
STU01224,Aryan Patel,Mechanical,5,Male,6.3,83.12,stable,5
STU01225,Shreya Iyer,Electrical,6,Female,9.9,72.76,improving,4
STU01226,Divya Pillai,Mechanical,2,Female,7.3,77.64,stable,4
STU01227,Vihaan Rao,Computer Science,1,Male,5.4,97.36,stable,4
STU01228,Divya Rao,Mechanical,3,Female,22.9,79.2,stable,5
STU01229,Divya Pillai,Information Technology,7,Female,16.3,88.86,declining,5
STU01230,Sai Sharma,Civil,8,Male,16.6,74.44,stable,4
STU01231,Ishaan Nair,Mechanical,7,Male,16.8,55.27,stable,5
STU01232,Sneha Singh,Electrical,5,Female,20.5,70.15,declining,4
STU01233,Sneha Nair,Computer Science,1,Female,15.4,68.25,improving,4
STU01234,Isha Patel,Mechanical,7,Female,22.6,84.2,improving,4
STU01235,Aarav Nair,Information Technology,4,Male,14.5,76.68,stable,4
STU01236,Yash Verma,Civil,7,Male,20.4,69.53,declining,5
STU01237,Aditya Nair,Electronics,7,Male,5.7,86.46,declining,5
STU01238,Vihaan Menon,Civil,4,Male,9.7,68.81,improving,4
STU01239,Tanya Iyer,Electronics,3,Female,24.1,66.61,stable,4
STU01240,Diya Iyer,Electrical,2,Female,45.0,50.07,stable,4
STU01241,Rahul Chatterjee,Computer Science,7,Male,3.6,84.62,stable,5
STU01242,Priya Reddy,Information Technology,3,Female,27.0,67.9,stable,4
STU01243,Meera Reddy,Computer Science,1,Female,6.9,81.29,stable,5
STU01244,Kavya Sharma,Mechanical,8,Female,4.0,67.9,stable,5
STU01245,Karthik Reddy,Computer Science,3,Male,0.5,58.86,improving,5
STU01246,Ishaan Gupta,Mechanical,4,Male,13.5,80.1,stable,4
STU01247,Yash Singh,Civil,8,Male,12.2,75.49,improving,4
STU01248,Riya Nair,Information Technology,8,Female,11.7,73.07,stable,4
STU01249,Shreya Pillai,Electrical,7,Female,15.2,81.1,improving,5
STU01250,Ananya Pillai,Electrical,6,Female,9.6,60.33,declining,5
STU01251,Varun Verma,Electrical,8,Male,8.4,78.62,stable,4
STU01252,Aryan Verma,Civil,1,Male,16.0,61.68,improving,5
STU01253,Ananya Verma,Electrical,6,Female,17.6,45.98,stable,5
STU01254,Sai Singh,Computer Science,5,Male,8.3,40.89,declining,5
STU01255,Riya Verma,Electrical,8,Female,8.7,85.26,improving,4
STU01256,Arjun Chatterjee,Civil,7,Male,7.2,88.22,stable,4
STU01257,Manav Kapoor,Mechanical,1,Male,13.3,61.46,stable,4
STU01258,Diya Chatterjee,Electronics,7,Female,3.4,44.09,stable,5
STU01259,Varun Kumar,Information Technology,4,Male,18.7,61.24,improving,5
STU01260,Rohan Desai,Computer Science,8,Male,36.2,54.97,improving,4
STU01261,Sai Sharma,Computer Science,2,Male,9.1,79.16,stable,5
STU01262,Arjun Menon,Electrical,8,Male,6.4,78.83,improving,5
STU01263,Aarav Reddy,Electrical,3,Male,17.6,58.4,stable,5
STU01264,Sai Desai,Information Technology,1,Male,4.3,44.2,stable,5
STU01265,Vihaan Singh,Mechanical,6,Male,18.0,67.22,declining,4
STU01266,Yash Kapoor,Electrical,4,Male,35.3,78.0,improving,5
STU01267,Yash Iyer,Electrical,2,Male,4.3,43.64,stable,4
STU01268,Aryan Desai,Electrical,7,Male,9.8,88.82,stable,4
STU01269,Meera Rao,Electrical,7,Female,19.0,71.19,stable,4
STU01270,Karthik Rao,Mechanical,3,Male,25.0,53.49,stable,5
STU01271,Isha Desai,Mechanical,3,Female,6.6,63.46,stable,5
STU01272,Manav Menon,Information Technology,1,Male,23.4,62.4,stable,4
STU01273,Shreya Menon,Information Technology,7,Female,12.1,73.66,stable,4
STU01274,Aryan Singh,Electronics,5,Male,4.5,88.63,declining,4
STU01275,Sai Iyer,Civil,5,Male,28.1,69.83,stable,5
STU01276,Neha Reddy,Computer Science,7,Female,21.6,94.04,stable,4
STU01277,Arjun Nair,Civil,7,Male,14.3,72.27,stable,5
STU01278,Nisha Verma,Information Technology,2,Female,19.8,89.44,improving,4
STU01279,Shreya Chatterjee,Computer Science,7,Female,26.2,66.22,declining,5
STU01280,Ananya Singh,Computer Science,8,Female,3.7,53.62,improving,5
STU01281,Nikhil Reddy,Electrical,4,Male,1.6,92.64,stable,5
STU01282,Rahul Menon,Civil,5,Male,7.9,66.47,stable,5
STU01283,Sneha Menon,Electronics,8,Female,2.8,76.22,improving,4
STU01284,Aryan Patel,Electrical,6,Male,21.9,80.91,declining,5
STU01285,Aditya Pillai,Computer Science,6,Male,9.5,87.93,improving,5
STU01286,Aryan Pillai,Civil,5,Male,19.1,42.56,declining,4
STU01287,Pooja Menon,Civil,2,Female,28.0,72.76,stable,5
STU01288,Shreya Reddy,Mechanical,6,Female,25.6,67.35,improving,5
STU01289,Kabir Rao,Mechanical,8,Male,19.5,65.93,declining,4
STU01290,Nisha Singh,Civil,6,Female,12.4,49.65,stable,4
STU01291,Riya Rao,Mechanical,1,Female,16.4,71.86,stable,5
STU01292,Kabir Patel,Computer Science,2,Male,16.3,91.71,stable,5
STU01293,Ishaan Kumar,Electronics,3,Male,25.1,68.74,improving,5
STU01294,Ishaan Reddy,Computer Science,6,Male,10.8,69.25,stable,5
STU01295,Manav Reddy,Information Technology,5,Male,8.3,79.8,declining,5
STU01296,Vihaan Menon,Information Technology,4,Male,15.5,70.29,stable,5
STU01297,Tanya Verma,Electrical,4,Female,5.0,64.93,improving,5
STU01298,Isha Iyer,Electronics,7,Female,1.9,86.21,improving,5
STU01299,Karthik Joshi,Electronics,5,Male,10.9,89.8,stable,5
STU01300,Nisha Menon,Electronics,1,Female,16.7,70.83,stable,4
STU01301,Dev Nair,Information Technology,1,Male,15.8,86.8,stable,4
STU01302,Aryan Singh,Electrical,1,Male,12.5,87.81,improving,5
STU01303,Shreya Kapoor,Computer Science,5,Female,7.9,88.69,stable,4
STU01304,Karthik Gupta,Civil,5,Male,9.9,85.06,stable,4
STU01305,Karthik Chatterjee,Electrical,2,Male,20.2,80.54,improving,4
STU01306,Manav Pillai,Civil,3,Male,5.8,86.3,stable,5
STU01307,Rohan Singh,Information Technology,7,Male,9.9,69.29,declining,4
STU01308,Vihaan Patel,Civil,2,Male,2.9,81.91,declining,5
STU01309,Manav Sharma,Electronics,2,Male,15.5,71.56,stable,5
STU01310,Neha Desai,Electrical,1,Female,26.1,54.49,improving,5
STU01311,Dev Menon,Electrical,7,Male,15.7,56.54,improving,5
STU01312,Diya Pillai,Electrical,1,Female,7.6,66.21,stable,5
STU01313,Yash Singh,Civil,6,Male,6.6,65.16,improving,4
STU01314,Nisha Sharma,Civil,3,Female,6.6,77.88,improving,4
STU01315,Anika Sharma,Mechanical,7,Female,29.7,78.93,declining,5
STU01316,Yash Patel,Electronics,8,Male,5.1,67.81,stable,4
STU01317,Radhika Singh,Computer Science,2,Female,20.0,77.84,stable,5
STU01318,Diya Sharma,Mechanical,3,Female,2.5,66.73,stable,5
STU01319,Ishaan Joshi,Mechanical,4,Male,5.0,66.6,improving,4
STU01320,Priya Chatterjee,Electrical,4,Female,22.4,67.34,declining,5
STU01321,Kavya Rao,Electronics,3,Female,4.2,77.18,stable,5
STU01322,Kavya Rao,Electronics,1,Female,31.7,92.62,declining,4
STU01323,Sneha Sharma,Mechanical,8,Female,14.3,89.79,stable,5
STU01324,Nikhil Kapoor,Civil,3,Male,23.7,56.79,declining,4
STU01325,Yash Reddy,Civil,4,Male,16.4,79.7,stable,5
STU01326,Radhika Pillai,Computer Science,3,Female,9.0,74.76,declining,5
STU01327,Nisha Reddy,Information Technology,2,Female,5.1,68.18,stable,4
STU01328,Divya Singh,Electrical,5,Female,10.1,86.87,declining,4
STU01329,Aarav Gupta,Civil,3,Male,4.8,40.04,declining,4
STU01330,Rahul Iyer,Mechanical,5,Male,24.7,75.03,improving,5
STU01331,Riya Kapoor,Mechanical,5,Female,0.9,57.48,stable,5
STU01332,Rohan Rao,Electrical,2,Male,6.7,82.05,stable,5
STU01333,Kavya Kumar,Computer Science,8,Female,8.3,61.4,improving,5
STU01334,Arjun Desai,Computer Science,6,Male,7.5,58.91,improving,4
STU01335,Diya Desai,Information Technology,2,Female,10.5,86.14,improving,4
STU01336,Shreya Chatterjee,Electrical,6,Female,1.2,87.14,stable,4
STU01337,Dev Nair,Information Technology,8,Male,3.3,80.93,stable,4
STU01338,Radhika Singh,Civil,5,Female,28.8,73.06,stable,4
STU01339,Manav Pillai,Information Technology,7,Male,13.0,65.73,declining,5
STU01340,Anika Reddy,Information Technology,4,Female,4.5,74.24,declining,4
STU01341,Diya Verma,Electrical,8,Female,8.3,93.75,declining,4
STU01342,Aditya Kapoor,Information Technology,1,Male,27.5,70.81,stable,4
STU01343,Tanya Rao,Electrical,3,Female,12.2,71.07,improving,4
STU01344,Arjun Singh,Mechanical,8,Male,7.2,78.24,improving,4
STU01345,Rahul Desai,Computer Science,6,Male,14.5,84.78,improving,4
STU01346,Varun Singh,Civil,5,Male,7.7,65.83,stable,5
STU01347,Yash Menon,Electronics,3,Male,7.5,91.35,declining,4
STU01348,Radhika Reddy,Information Technology,4,Female,5.5,79.58,declining,4
STU01349,Priya Menon,Civil,7,Female,2.5,64.83,stable,5
STU01350,Rohan Verma,Civil,2,Male,6.9,77.3,stable,5
STU01351,Radhika Kapoor,Civil,6,Female,16.0,41.45,improving,5
STU01352,Arjun Chatterjee,Computer Science,5,Male,13.4,66.94,declining,4
STU01353,Vihaan Gupta,Civil,2,Male,13.5,85.86,stable,5
STU01354,Pooja Gupta,Information Technology,3,Female,6.2,71.58,stable,5
STU01355,Pooja Chatterjee,Mechanical,8,Female,5.9,49.21,declining,4
STU01356,Vihaan Sharma,Mechanical,1,Male,9.4,80.0,stable,4
STU01357,Nisha Kumar,Computer Science,5,Female,7.7,89.14,stable,4
STU01358,Karthik Rao,Civil,3,Male,15.4,92.03,declining,4
STU01359,Riya Joshi,Mechanical,8,Female,5.7,83.64,stable,5
STU01360,Anika Iyer,Mechanical,8,Female,0.9,70.56,stable,4
STU01361,Rahul Patel,Mechanical,7,Male,15.1,59.27,stable,4
STU01362,Vihaan Menon,Electronics,7,Male,11.1,40.57,stable,5
STU01363,Aryan Singh,Electrical,4,Male,27.0,79.0,stable,4
STU01364,Rohan Sharma,Information Technology,1,Male,3.4,77.03,stable,5
STU01365,Anika Rao,Mechanical,4,Female,9.8,68.58,stable,5
STU01366,Manav Kumar,Electronics,3,Male,16.8,46.11,improving,4
STU01367,Radhika Nair,Computer Science,8,Female,12.9,93.81,stable,4
STU01368,Sai Iyer,Electronics,8,Male,24.9,72.67,stable,5
STU01369,Nikhil Nair,Civil,3,Male,18.9,83.0,stable,5
STU01370,Sneha Reddy,Mechanical,5,Female,15.2,78.25,declining,4
STU01371,Rohan Verma,Civil,4,Male,8.3,86.25,declining,4
STU01372,Karthik Desai,Civil,8,Male,19.7,63.36,improving,5
STU01373,Arjun Menon,Mechanical,7,Male,6.7,66.5,stable,5
STU01374,Arjun Kapoor,Computer Science,1,Male,13.1,65.96,improving,4
STU01375,Riya Desai,Electrical,8,Female,18.1,71.08,stable,5
STU01376,Arjun Verma,Computer Science,1,Male,17.0,53.92,stable,5
STU01377,Anika Patel,Electrical,7,Female,12.4,85.02,stable,4
STU01378,Manav Chatterjee,Information Technology,3,Male,11.4,84.71,declining,4
